11.062662143300736  104.83657412181523
14.38449888287663  156.6288628412433
17.604108438655533  228.54638641349908
21.983926488622892  333.4854751235185
27.732080752386562  492.3882631706742
35.69698846826066  677.281527744142
43.6868646621234  909.8595523530438
55.10970295754843  1236.8233972929831
70.93771464644173  1661.5477264660997
88.58667904100828  2258.635520721377
111.7495065325285  2826.7151808297913
139.55224970987595  3622.2161198834156
172.5210549942041  4375.479375074185
222.0706828906187  5101.434415464325
277.3208075238656  6018.484958761146
356.9698846826063  6537.092275705855
441.3029616837799  7017.03828670383
551.097029575484  7621.690026086899
674.4462874835755  8278.444050080812
850.7942799627444  8476.276754730665
1106.2662143300736  8085.228676856251
1409.6873644493141  7532.22139758624
1760.4108438655526  6384.519314384509
2198.392648862289  6384.519314384509
2801.356761198867  4028.3593523865566
3498.320935775036  1375.502989008857
4457.822860419707  554.1020330009492
